l1tex__t_sector_hit_rate.pct [%],71.06,71.79
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct [%],88.08,87.98
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct [%],60.54,60.59
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct [%],79.74,79.14
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct [%],59.48,55.05
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct [%],0,0
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct [%],0,0
l1tex__t_sectors.avg [sector],"1,33,566.45","1,32,187.75"
l1tex__t_sectors.max [sector],"2,45,842","2,37,362"
l1tex__t_sectors.min [sector],0,0
l1tex__t_sectors.sum [sector],"26,71,329","26,43,755"
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum [sector],"2,17,511","2,38,166"
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum [sector],"2,17,511","2,38,166"
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum [sector],"14,49,991","14,55,731"
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum [sector],"12,77,215","12,80,699"
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum [sector],"1,72,776","1,75,032"
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum [sector],0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum [sector],0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum [sector],"8,50,601","8,49,994"
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum [sector],"5,14,922","5,15,047"
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum [sector],"3,35,679","3,34,947"
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.avg.per_second [sector/us],5.16,4.86
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.max.per_second [sector/us],9.39,8.78
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.min.per_second [sector/s],0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum [sector],"78,985","76,673"
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum.per_second [sector/us],103.27,97.19
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum [sector],"62,980","60,681"
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum [sector],"16,005","15,992"
l1tex__t_sectors_pipe_lsu_mem_local_op_st.avg.per_second [sector/us],5.39,4.72
l1tex__t_sectors_pipe_lsu_mem_local_op_st.max.per_second [sector/us],10.88,8.86
l1tex__t_sectors_pipe_lsu_mem_local_op_st.min.per_second [sector/s],0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum [sector],"82,511","74,428"
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum.per_second [sector/us],107.88,94.34
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum [sector],"49,079","40,975"
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum [sector],"33,432","33,453"
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_texture.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum [sector],0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum [sector],0,0
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0,0
l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed [%],0,0
l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0
l1tex__tex_writeback_active.sum [cycle],0,0
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0,0
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.01
l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.02,0.02
l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.00,0.00
l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.01
l1tex__throughput.avg.pct_of_peak_sustained_active [%],21.43,23.72
l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],9.88,9.41
l1tex__throughput.max.pct_of_peak_sustained_active [%],37.31,40.57
l1tex__throughput.max.pct_of_peak_sustained_elapsed [%],15.57,14.98
l1tex__throughput.min.pct_of_peak_sustained_active [%],7.04,6.78
l1tex__throughput.min.pct_of_peak_sustained_elapsed [%],7.04,6.78
l1tex__throughput.sum.pct_of_peak_sustained_active [%],21.43,23.72
l1tex__throughput.sum.pct_of_peak_sustained_elapsed [%],9.88,9.41
launch__barrier_count,0,0
launch__block_dim_x [block],256,256
launch__block_dim_y [block],1,1
launch__block_dim_z [block],1,1
launch__block_size,256,256
launch__context_id,1,1
launch__device_id,0,0
launch__execution_model,SIMT,SIMT
launch__func_cache_config,CachePreferNone,CachePreferNone
launch__function_pcs,1,1
launch__grid_dim_x,13,13
launch__grid_dim_y,1,1
launch__grid_dim_z,1,1
launch__grid_size,13,13
launch__kernel_name,{1},{1}
launch__occupancy_limit_blocks [block],24,24
launch__occupancy_limit_registers [block],6,6
launch__occupancy_limit_shared_mem [block],16,16
launch__occupancy_limit_warps [block],6,6
launch__occupancy_per_block_size,"2,484 {65}","2,484 {65}"
launch__occupancy_per_register_count,"4,976 {257}","4,976 {257}"
launch__occupancy_per_shared_mem_size,"1,176 {200}","1,176 {200}"
launch__persisting_l2_cache_size [Mbyte],4.72,4.72
launch__registers_per_thread [register/thread],40,40
launch__registers_per_thread_allocated [register/thread],40,40
launch__shared_mem_config_size [Kbyte],16.38,16.38
launch__shared_mem_per_block [Kbyte/block],1.02,1.02
launch__shared_mem_per_block_allocated [Kbyte/block],1.02,1.02
launch__shared_mem_per_block_driver [Kbyte/block],1.02,1.02
launch__shared_mem_per_block_dynamic [byte/block],0,0
launch__shared_mem_per_block_static [byte/block],0,0
launch__sm_count [SM],20,20
launch__stack_size,"1,024","1,024"
launch__stream_id,7,7
launch__thread_count [thread],"3,328","3,328"
launch__tpc_count,10,10
launch__tpc_enabled,all,all
launch__user_grid_dim_x,13,13
launch__user_grid_dim_y,1,1
launch__user_grid_dim_z,1,1
launch__user_grid_size,13,13
launch__uses_blocks_as_clusters,0,0
launch__uses_cdp,0,0
launch__uses_green_context,0,0
launch__uses_nvlink_centric_scheduling,0,0
launch__uses_vgpu,0,0
launch__waves_per_multiprocessor,0.11,0.11
lts__average_gcomp_input_sector_success_rate.pct [%],0,0
lts__average_gcomp_output_sector_compression_achieved_rate.ratio,0,0
lts__cycles_active.avg [cycle],"7,01,772.50","7,48,802.33"
lts__cycles_active.max [cycle],"7,90,636","8,52,202"
lts__cycles_active.min [cycle],"6,39,311","6,85,420"
lts__cycles_active.sum [cycle],"84,21,270","89,85,628"
lts__cycles_elapsed.avg [cycle],"14,76,945","15,26,393"
lts__cycles_elapsed.avg.per_second [Ghz],1.93,1.93
lts__cycles_elapsed.max [cycle],"14,76,945","15,26,393"
lts__cycles_elapsed.max.per_second [Ghz],1.93,1.93
lts__cycles_elapsed.min [cycle],"14,76,945","15,26,393"
lts__cycles_elapsed.min.per_second [Ghz],1.93,1.93
lts__cycles_elapsed.sum [cycle],"1,77,23,340","1,83,16,716"
lts__cycles_elapsed.sum.per_second [Ghz],23.17,23.22
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],1.20,1.19
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],3.65,3.46
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.31,0.32
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],1.20,1.19
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],1.61,1.55
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],2.16,2.16
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],1.26,1.26
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],1.61,1.55
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],0.20,0.19
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],0.20,0.20
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],0.19,0.19
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],0.20,0.19
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed [%],0,0
lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed [%],0,0
lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed [%],0,0
lts__d_sectors_fill_sysmem.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__gcomp_input_sectors.avg [sector],0,0
lts__gcomp_input_sectors.max [sector],0,0
lts__gcomp_input_sectors.min [sector],0,0
lts__gcomp_input_sectors.sum [sector],0,0
lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__gcomp_input_sectors.sum.per_second [sector/s],0,0
lts__gcomp_output_sectors.sum [sector],0,0
lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__gcomp_output_sectors.sum.per_second [sector/s],0,0
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],1.22,1.19
lts__lts2xbar_cycles_active.avg.peak_sustained,2,2
lts__lts2xbar_cycles_active.avg.per_second [Mhz],46.94,45.93
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],2.29,2.51
lts__lts2xbar_cycles_active.max.peak_sustained,2,2
lts__lts2xbar_cycles_active.max.per_second [Mhz],88.47,97.00
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.56,0.65
lts__lts2xbar_cycles_active.min.peak_sustained,2,2
lts__lts2xbar_cycles_active.min.per_second [Mhz],21.52,25.17
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],1.22,1.19
lts__lts2xbar_cycles_active.sum.peak_sustained,24,24
lts__lts2xbar_cycles_active.sum.per_second [Mhz],563.31,551.19
lts__t_requests.sum [request],"10,49,241","10,55,705"
lts__t_requests_srcunit_gcc.sum [request],"1,652","1,656"
lts__t_requests_srcunit_tex.sum [request],"10,11,103","10,17,944"
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],"1,262","1,265"
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],"2,06,063","2,03,036"
lts__t_requests_srcunit_tex_op_read.sum [request],"1,79,110","1,83,431"
lts__t_requests_srcunit_tex_op_red.sum [request],"3,459","22,195"
lts__t_requests_srcunit_tex_op_write.sum [request],"6,23,134","6,17,897"
lts__t_sector_hit_rate.pct [%],97.59,97.88
lts__t_sector_op_read_hit_rate.pct [%],83.11,82.20
lts__t_sector_op_write_hit_rate.pct [%],99.53,100.48
lts__t_sectors.avg [sector],"94,859.67","95,037.42"
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],3.21,3.11
lts__t_sectors.avg.peak_sustained [sector/cycle],2,2
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],0.06,0.06
lts__t_sectors.max [sector],"1,27,439","1,31,869"
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],4.31,4.32
lts__t_sectors.min [sector],"75,158","78,170"
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],2.54,2.56
lts__t_sectors.sum [sector],"11,38,316","11,40,449"
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],3.21,3.11
lts__t_sectors.sum.per_second [sector/ns],1.49,1.45
lts__t_sectors_aperture_device_lookup_miss.sum [sector],"35,471","36,608"
lts__t_sectors_aperture_peer_lookup_miss.sum [sector],0,0
lts__t_sectors_aperture_sysmem_lookup_miss.sum [sector],0,0
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8,8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0,0
lts__t_sectors_data_ecc.sum [sector],0,0
lts__t_sectors_data_ecc.sum.per_second [sector/s],0,0
lts__t_sectors_evict_first_lookup_hit.sum [sector],"47,674","51,096"
lts__t_sectors_evict_first_lookup_miss.sum [sector],332,"1,554"
lts__t_sectors_evict_last_lookup_hit.sum [sector],0,0
lts__t_sectors_evict_last_lookup_miss.sum [sector],0,0
lts__t_sectors_evict_normal_demote_lookup_hit.sum [sector],0,0
lts__t_sectors_evict_normal_demote_lookup_miss.sum [sector],0,0
lts__t_sectors_evict_normal_lookup_hit.sum [sector],"11,04,154","10,77,198"
lts__t_sectors_evict_normal_lookup_miss.sum [sector],"35,094","35,119"
lts__t_sectors_lookup_hit.sum [sector],"11,10,858","11,16,242"
lts__t_sectors_lookup_miss.avg [sector],"3,189.25","2,951.67"
lts__t_sectors_lookup_miss.max [sector],"3,288","3,021"
lts__t_sectors_lookup_miss.min [sector],"3,105","2,905"
lts__t_sectors_lookup_miss.sum [sector],"38,271","35,420"
lts__t_sectors_lookup_miss_data_promoted.avg [sector],0,0
lts__t_sectors_lookup_miss_data_promoted.max [sector],0,0
lts__t_sectors_lookup_miss_data_promoted.min [sector],0,0
lts__t_sectors_lookup_miss_data_promoted.sum [sector],0,0
lts__t_sectors_op_read.avg.per_second [sector/us],22.63,22.17
lts__t_sectors_op_read.max.per_second [sector/us],29.15,27.76
lts__t_sectors_op_read.min.per_second [sector/us],17.64,17.60
lts__t_sectors_op_read.sum.per_second [sector/us],271.54,266.01
lts__t_sectors_op_write.avg.per_second [sector/us],71.41,69.75
lts__t_sectors_op_write.max.per_second [sector/us],75.68,72.75
lts__t_sectors_op_write.min.per_second [sector/us],68.50,67.13
lts__t_sectors_op_write.sum.per_second [sector/us],856.89,837.06
lts__t_sectors_srcunit_gcc.avg.pct_of_peak_sustained_elapsed [%],0.04,0.04
lts__t_sectors_srcunit_gcc.avg.peak_sustained [sector/cycle],1,1
lts__t_sectors_srcunit_gcc.avg.per_cycle_elapsed [sector/cycle],0.00,0.00
lts__t_sectors_srcunit_gcc.sum [sector],"6,688","6,552"
lts__t_sectors_srcunit_gcc.sum.per_second [sector/us],8.74,8.31
lts__t_sectors_srcunit_gcc_aperture_device_lookup_miss.sum [sector],"2,236","2,236"
lts__t_sectors_srcunit_gcc_aperture_peer_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_gcc_aperture_sysmem_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_gcc_lookup_hit.sum [sector],"4,388","4,428"
lts__t_sectors_srcunit_gcc_lookup_miss.sum [sector],"2,236","2,236"
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],2.98,2.92
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],2,2
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.06,0.06
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],4.22,4.08
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],2.34,2.30
lts__t_sectors_srcunit_tex.sum [sector],"10,57,763","10,69,907"
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],2.98,2.92
lts__t_sectors_srcunit_tex.sum.per_second [sector/ns],1.38,1.36
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],"33,115","33,013"
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],2,2
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],1,1
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],"33,139","32,896"
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum [sector],846,"1,185"
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed [%],0.00,0.01
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second [sector/us],1.11,1.50
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],"3,010","3,014"
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],312,322
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],"10,42,893","10,37,377"
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],"33,052","32,732"
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],"10,27,831","10,23,373"
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],"2,781.42","2,754.08"
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],"2,832","2,794"
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],"2,725","2,694"
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],"33,377","33,049"
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1,1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0.00,0.00
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],"1,312","1,274"
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/us],1.72,1.61
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],"1,254","1,272"
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],2,2
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],1.12,1.25
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1,1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0.01,0.01
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],"1,97,685","2,28,478"
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/us],258.46,289.62
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],"2,08,600","2,00,964"
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],1,1
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],"2,14,027","2,02,559"
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],3,3
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],0.54,0.52
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],2,2
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.01,0.01
lts__t_sectors_srcunit_tex_op_read.sum [sector],"1,90,865","1,92,113"
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/us],249.54,243.52
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],"3,126","3,122"
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],333,310
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],"1,59,480","1,54,507"
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],"32,828","32,705"
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],"1,62,594","1,57,476"
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],"33,293","33,288"
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0,0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1,1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0,0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0,0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],"-7,741",150
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],3.76,3.58
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1,1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.04,0.04
lts__t_sectors_srcunit_tex_op_write.sum [sector],"6,66,257","6,55,200"
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/us],871.08,830.53
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],"6,63,360","6,59,090"
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],0,0
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],"6,63,360","6,59,090"
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0,0
