ID,0,1,2,3
SM_A.TriageAC.sm__inst_executed_realtime.avg.per_cycle_active [inst/cycle],2.10  (-98.93%) {658},2.25  (-98.85%) {515},2.11  (-98.93%) {1643},7.53  (-96.17%) {476}
SM_A.TriageAC.sm__inst_executed_realtime.avg.per_cycle_elapsed [inst/cycle],1.92  (-97.86%) {658},1.92  (-97.87%) {515},1.92  (-97.86%) {1643},7.34  (-91.83%) {476}
SM_A.TriageSCG.l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],{658},{515},{1643},{476}
SM_A.TriageSCG.sm__inst_executed_pipe_alu_realtime.avg.pct_of_peak_sustained_elapsed [%],0.05  (-95.29%) {661},0.08  (-92.67%) {425},0.05  (-95.13%) {640},0.23  (-77.26%) {495}
SM_B.TriageAC.l1tex__t_sector_hit_rate.pct [%],{658},{515},{1643},{476}
SM_C.TriageSCG.smsp__inst_executed_pipe_fmaheavy.avg.pct_of_peak_sustained_elapsed [%],0.03  (-93.76%) {661},0.05  (-90.28%) {425},0.03  (-93.55%) {640},0.26  (-43.25%) {495}
SM_C.TriageSCG.smsp__inst_executed_pipe_fmalite.avg.pct_of_peak_sustained_elapsed [%],0 (-100.00%) {661},0 (-100.00%) {425},0 (-100.00%) {640},0.03  (-84.09%) {495}
TriageAC.tpc__warps_active_realtime.avg.per_cycle_elapsed [warp],190.94  (-85.79%) {661},192.17  (-85.70%) {425},190.80  (-85.80%) {640},239.24  (-82.19%) {495}
TriageAC.tpc__warps_active_realtime.sum.per_cycle_elapsed [warp],"3,818.75  (-85.79%) {661}","3,843.42  (-85.70%) {425}","3,815.91  (-85.80%) {640}","4,784.87  (-82.19%) {495}"
breakdown:gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,"dram__cycles_active.avg.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed","dram__cycles_active.avg.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed","dram__cycles_active.avg.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed","dram__cycles_active.avg.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__d_sectors.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed"
breakdown:gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed,"dram__cycles_active.max.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_sectors.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed,lts__t_sectors.max.pct_of_peak_sustained_elapsed,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed","dram__cycles_active.max.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_sectors.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed,lts__t_sectors.max.pct_of_peak_sustained_elapsed,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed","dram__cycles_active.max.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_sectors.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed,lts__t_sectors.max.pct_of_peak_sustained_elapsed,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed","dram__cycles_active.max.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed,lts__d_sectors.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed,lts__t_sectors.max.pct_of_peak_sustained_elapsed,lts__t_tag_requests.max.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed"
breakdown:gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed,"dram__cycles_active.min.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_sectors.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed,lts__t_sectors.min.pct_of_peak_sustained_elapsed,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed","dram__cycles_active.min.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_sectors.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed,lts__t_sectors.min.pct_of_peak_sustained_elapsed,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed","dram__cycles_active.min.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_sectors.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed,lts__t_sectors.min.pct_of_peak_sustained_elapsed,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed","dram__cycles_active.min.pct_of_peak_sustained_elapsed,fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed,l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed,l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed,l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed,l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed,lts__d_sectors.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed,lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed,lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed,lts__t_sectors.min.pct_of_peak_sustained_elapsed,lts__t_tag_requests.min.pct_of_peak_sustained_elapsed,lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed"
