sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained,"10,240   (+0.00%)","10,240"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"2,18,09,96,55,44,108.73   (+0.00%)","2,18,09,18,07,63,424.63"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.peak_sustained,"1,024   (+0.00%)","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.peak_sustained,"1,024   (+0.00%)","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.peak_sustained,"1,024   (+0.00%)","1,024"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained,"20,480   (+0.00%)","20,480"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"4,36,19,93,10,88,217.47   (+0.00%)","4,36,18,36,15,26,849.26"
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.avg,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp64.avg.peak_sustained,3.61   (+0.00%),3.61
sm__ops_path_tensor_src_fp64.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.max,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp64.max.peak_sustained,3.61   (+0.00%),3.61
sm__ops_path_tensor_src_fp64.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.min,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp64.min.peak_sustained,3.61   (+0.00%),3.61
sm__ops_path_tensor_src_fp64.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.sum,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp64.sum.peak_sustained,72.11   (+0.00%),72.11
sm__ops_path_tensor_src_fp64.sum.peak_sustained_elapsed.per_second,"1,53,59,13,06,648.65   (+0.00%)","1,53,58,57,80,024.12"
sm__ops_path_tensor_src_fp64.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp64.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.avg,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.max,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.max.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.min,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.min.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_fp8_sparsity_off.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.sum,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.peak_sustained,"40,960   (+0.00%)","40,960"
sm__ops_path_tensor_src_fp8_sparsity_off.sum.peak_sustained_elapsed.per_second,"8,72,39,86,21,76,434.94   (+0.00%)","8,72,36,72,30,53,698.52"
sm__ops_path_tensor_src_fp8_sparsity_off.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_off.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.avg,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.max,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.max.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.min,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.min.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_fp8_sparsity_on.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.sum,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.peak_sustained,"81,920   (+0.00%)","81,920"
sm__ops_path_tensor_src_fp8_sparsity_on.sum.peak_sustained_elapsed.per_second,"17,44,79,72,43,52,869.88   (+0.00%)","17,44,73,44,61,07,397.03"
sm__ops_path_tensor_src_fp8_sparsity_on.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_fp8_sparsity_on.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int1.avg,0   (+0.00%),0
sm__ops_path_tensor_src_int1.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int1.avg.peak_sustained,"16,384   (+0.00%)","16,384"
sm__ops_path_tensor_src_int1.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int1.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int1.max,0   (+0.00%),0
sm__ops_path_tensor_src_int1.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int1.max.peak_sustained,"16,384   (+0.00%)","16,384"
sm__ops_path_tensor_src_int1.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int1.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int1.min,0   (+0.00%),0
sm__ops_path_tensor_src_int1.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int1.min.peak_sustained,"16,384   (+0.00%)","16,384"
sm__ops_path_tensor_src_int1.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int1.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int1.sum,0   (+0.00%),0
sm__ops_path_tensor_src_int1.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int1.sum.peak_sustained,"3,27,680   (+0.00%)","3,27,680"
sm__ops_path_tensor_src_int1.sum.peak_sustained_elapsed.per_second,"69,79,18,89,74,11,479.50   (+0.00%)","69,78,93,78,44,29,588.12"
sm__ops_path_tensor_src_int1.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int1.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.avg,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.avg.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.max,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.max.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.min,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.min.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int4_sparsity_off.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.sum,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained,"81,920   (+0.00%)","81,920"
sm__ops_path_tensor_src_int4_sparsity_off.sum.peak_sustained_elapsed.per_second,"17,44,79,72,43,52,869.88   (+0.00%)","17,44,73,44,61,07,397.03"
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_off.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.avg,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.avg.peak_sustained,"8,192   (+0.00%)","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.max,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.max.peak_sustained,"8,192   (+0.00%)","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.min,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.min.peak_sustained,"8,192   (+0.00%)","8,192"
sm__ops_path_tensor_src_int4_sparsity_on.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.sum,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained,"1,63,840   (+0.00%)","1,63,840"
sm__ops_path_tensor_src_int4_sparsity_on.sum.peak_sustained_elapsed.per_second,"34,89,59,44,87,05,739.75   (+0.00%)","34,89,46,89,22,14,794.06"
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int4_sparsity_on.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.avg,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.avg.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.max,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.max.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.min,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.min.peak_sustained,"2,048   (+0.00%)","2,048"
sm__ops_path_tensor_src_int8_sparsity_off.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.sum,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained,"40,960   (+0.00%)","40,960"
sm__ops_path_tensor_src_int8_sparsity_off.sum.peak_sustained_elapsed.per_second,"8,72,39,86,21,76,434.94   (+0.00%)","8,72,36,72,30,53,698.52"
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_off.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.avg,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.avg.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.max,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.max.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.min,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.min.peak_sustained,"4,096   (+0.00%)","4,096"
sm__ops_path_tensor_src_int8_sparsity_on.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.sum,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.sum.peak_sustained,"81,920   (+0.00%)","81,920"
sm__ops_path_tensor_src_int8_sparsity_on.sum.peak_sustained_elapsed.per_second,"17,44,79,72,43,52,869.88   (+0.00%)","17,44,73,44,61,07,397.03"
sm__ops_path_tensor_src_int8_sparsity_on.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_int8_sparsity_on.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.peak_sustained,256   (+0.00%),256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.peak_sustained,256   (+0.00%),256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.peak_sustained,256   (+0.00%),256
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained,"5,120   (+0.00%)","5,120"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.peak_sustained_elapsed.per_second,"1,09,04,98,27,72,054.37   (+0.00%)","1,09,04,59,03,81,712.31"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.peak_sustained,512   (+0.00%),512
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min.per_second,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained,"10,240   (+0.00%)","10,240"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.peak_sustained_elapsed.per_second,"2,18,09,96,55,44,108.73   (+0.00%)","2,18,09,18,07,63,424.63"
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.per_cycle_elapsed,0   (+0.00%),0
sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum.per_second,0   (+0.00%),0
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],5.14   (-7.50%),5.55
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],1.75   (-6.92%),1.88
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],12.93   (-7.60%),13.99
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],4.41   (-7.02%),4.74
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],0   (+0.00%),0
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],5.14   (-7.50%),5.55
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],1.75   (-6.92%),1.88
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],1.89   (-1.03%),1.91
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.64   (-0.41%),0.65
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],5.66   (-4.82%),5.95
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],1.93   (-4.22%),2.02
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],0   (+0.00%),0
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],1.89   (-1.03%),1.91
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.64   (-0.41%),0.65
sm__pipe_fmaheavy_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.98   (-0.63%),0.99
sm__pipe_fmaheavy_cycles_active.max.pct_of_peak_sustained_elapsed [%],2.85   (-5.64%),3.02
sm__pipe_fmaheavy_cycles_active.min.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__pipe_fmaheavy_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.98   (-0.63%),0.99
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0   (+0.00%),0
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0   (+0.00%),0
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],0   (+0.00%),0
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],0   (+0.00%),0
